"","df$Narrative","df$VessSz","df$VessSpd"
"294","Onshore observer (Kill Devil Hills Ocean Rescue) with binoculars saw what he described as an entangled whale (“long spindly white pectoral flippers…dorsal fin”) estimated to be 30’ in length. Gear included a round orange buoy about a 1/3 of the way down the left side of the body (“near the eye”).  No gear behind the animal was seen and no body wraps were seen.  He could not see the point of entanglement, but believed that it was the mouth.  The animal was swimming faster than walking speed, at times, but stayed in the same 200-yard circular area.  He reported the animal rolled several times. He also noted that there was a lot of bird and dolphin activity in the area.  There was no photo-documentation. The local disentanglement responders and aerial survey team were alerted on 4/30/07, the day after the sighting.  The UNC-Wilmington aerial survey team found no entangled whales during a flight on 4/30 and Bruce Ferrier of NOAA Fisheries found gear matching this description at that location but onshore observers had seen no sign of whales throughout the day. ",NA,NA
"295","Entangled humpback whale was reported by research vessel ""West Cove"" that was willing to stand by and wait for disentanglement team.  PCCS arrived on scene and was able to successfully disentangle the animal. Animal dragging heavy gear (extensive bruising on peduncle and flukes) & line would've become embedded; sighted in 2010 by PCCS **resights indicate healthy - 01/03/13 agh",NA,NA
"296","Animal is described as having 2 lines wrapping the body just forward of the dorsal fin, with a big tangle of line at right shoulder. At least one wrap embedded. No resights.",NA,NA
"297","WW Portuguese Princess reported a humpback whale entangled with monofilament and orange and red squid-shaped lures on its body.  Whale is reported to be free-swimming and not in apparent distress.  The main line of the gear is hooked within the mouth.  There is no indication that the line is wrapping any part of the body.  In previous cases of whales carrying similar gear, it is anticipated that the whale will shed the lures and monofilament line.  No attempt to disentangle the animal was made.  The status of this animal will remain as Monitor. Shed gear, healthy resights, reproductively successful.",NA,NA
"298","Rept by CAN CG helicopter; Caught in weir, freed itself the following day before rescue attempt was made.",NA,NA
"299","An entangled humpback whale was reported by the PCCS research vessel Shearwater.  The whale had two lines looping through the mouth, with a tangle of lines and buoys trailing.  The line did not appear to be wrapping any body parts. Health decline noted - cyamid patches and evidence of being underweight.  The team aboard the Shearwater was successful and fully disentangled the animal.",NA,NA
"300","Reported by a private vessel.  The animal was reported to be anchored.  The reporting vessel was able to cut the line that ran the weighted gear, but the whale was reported to have swam off with ""something yellow"" attached to the animal, it was not seen clearly, only from below the surface. Final configuration unknown. ",NA,NA
"301","WCNE rept; Entanglement not discovered until photo analysis and not reported until 12/27/07. 1 hook and monofilament draped over the fluke - no wraps. Resights confirm shed gear and healthy.",NA,NA
"302","Anchored humpback whale reported by a local fisherman.   PCCS were able to partially disentangle the animal on 11/19/07.  Animal broke free of anchoring gear and surfaced a long distance away in worsening sea conditions.  RI Environmental Police briefly caught up with the whale and saw no gear around the body, but unable to confirm gear free.",NA,NA
"303","An whale was reported to be entangled in multiple sets of pot fishery gear with at least 3 wraps around the body and was anchored in place but still able to surface to breathe. The weather conditions didn't permit a disentanglement attempt on the 18th. On the 19th there was a break in the weather and a team from the Campobello Whale Rescue Team and PCCS responded with Canadian DFO officers and were able to remove all of the entangling gear, freeing the animal.",NA,NA
"304","moderately decomposted carcass w/ gillnet wrapping body. Left fluke most severely entangled (in bridle & lead line) but net covered most of body incl mouth, flippers, dorsal fin & peduncle.  The line was removed from the animal, however a photo was taken of the carcass prior to its removal. Monofilament gillnet - striped bass fishing gear. Necropsy performed on 12/22, animal was emaciated and had significant lesions from chronic entangling line. COD = starvation & infection from chronic entanglement.",NA,NA
"305","A report was received regarding an entangled humpback whale was initially observed by a recreational fisherman. The fisherman reported that the whale had a severe flipper entanglement on the right flipper and a lot of trailing net. He approached the animal and removed the wad of netting trailing behind the animal but it sank immediately. Animal was resighted on 1/7/08 and a first response team from NOAA Beaufort Lab and Duke University responded shortly thereafter with the USCG. Responders on-site reported that the entanglement on the right flipper appears severe and is cutting through approximately 50% of the flipper with some line trailing back to just in front of the flukes. Multiple attempts to get close enough to cut any of the entangling lines were unsuccessful before daylight faded. Emaciated with cyamids.",NA,NA
"306","Duke University bluefin tuna researcher was out tagging tunas when a humpback whale got entangled in fishing gear that was set aboutr 20-30 ft deep.  All of the fishing gear was pulled back in & some line broke.  When the whale surfaced again, it was unclear if the gear was attached to the whale.",NA,NA
"307","PCCS received word from a recreational fisherman of an entangled humpback whale on the SW corner of Stellwagen Bank.  The report was not received until 6:15PM, so no response was mounted.  2 pieces of black rope over back, remainder of entanglement remains unclear. Resighted 5/24 & 6/7. Previously embedded wrap on body appears to have shifted aft; appears thin and has some cyamids but moving around actively in a feeding group during last sighting; No resights post 6/7/08 (PCCS 11/30/09)",NA,NA
"308","NEFOP event. Whale entangled in gillnet during tending, left pectoral involved. Crew cut net and whale was seen without gear. Gear set on 5/8/08; String of gear consisting of 24 (50 fathom) nets tied down to 3.5 feet.  Mesh was 12”  and nets were 12 meshes deep with 65# leadline.  Each net incorporated 5 weak links.  String was secured with a 22# Danforth style anchor at each end.",NA,NA
"309","Hook embedded in upper right jaw with monofilament line trailing, full configuration unknown; Reported gear free 8/3/2008. Successfully reproductive, healthy resights.",NA,NA
"310","Carcass initially reported by R/V Oceanus, reported to be entangled in gear, gear was wrapped around the left flipper, gear also contains a high flyer and orange ball with identifying numbers.  Carcass was resighted on 6/11/08\ and gear appeared to have been removed.",NA,NA
"311","Dependent calf. Whale watch vessel reported an entangled humpback whale calf.  PCCS arrived on scene and were able to remove & recover approximately 150 ft of rope, rope had been wrapped around animal's peduncle. Gear would've likely become constricting as animal grew; subsequent sightings indicate healthy Initial report included report of a buoy on the animal, but this was not recovered nor sighted when disentanglement team arrived on scene. recovered 12 fathoms of 7/16” float rope and 9 fathoms of sink rope (4fm of 7/16” sink rope & 5fm of 3/8” sink rope).",NA,NA
"312","Entangled humpback whale carcass reported by DFO. Initially thought to be a resight of carcass seen on 5/30/08.  Level of decomposition and orientation of entangling line are different. Constricting body wrap; tail appears weighted. Resighted on 6/11/08 by NOAA SAS. Gear was collected by USCG.",NA,NA
"313","NEFOP event; Entrapped in Purse seine-atlantic herring - no direct contact w/ gear; all gear recovered with no damage",NA,NA
"314","Sighted PCCS staff onboard the R/V Ibis.  Animal was sighted in an area that contained ~50 animals, animal could not be relocated. Line comes out both sides of mouth coming together to form a loose, closed bridle, then extends back to peduncle area. Partial disentanglement on 7/7/08 - cut bridle loop. Resighted on 7/8/08 with line exiting left mouthline only. Confirmed gear free on 8/24/08 still somewhat thin, but in better condition than on 7/15/08",NA,NA
"315","Monofilament line on left flank and lure in fluke, full configuration unknown; Gear free 7-15-08",NA,NA
